"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","TotalBsmtSF","HeatingQC","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","SaleType","SalePrice","YrDiffSoldBuilt","YrDiffRemodBlt","YrDiffSoldRemod","X2ndFlrYN","TotalBath","HalfBathYN","YrDiffGarageBlt","FrontAreaSF"
461,60,"FV",75,8004,"IR1","Lvl","E","A","C","8","D","C","Stone",110,"Gd","A","Gd","No","A",544,832,"Excellent","A",832,1103,1935,2,3,"TA","8","No","BuiltIn","Fin",2,"552","Paved","C",263435,0,0,0,"Yes",3.5,"Yes",0,150
462,70,"RL",60,7200,"Reg","Lvl","C","A","C","7","B","B","None",0,"Gd","A","Gd","No","B",350,560,"Excellent","A",575,560,1135,1,3,"Gd","6","No","Detchd","RFn",2,"576","Paved","B",155000,73,71,2,"Yes",2,"No",35,256
463,20,"RL",60,8281,"IR1","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",553,864,"Good","A",864,0,864,1,3,"TA","5","Yes","Detchd","Unf",1,"360","Paved","B",62383,44,0,44,"No",1,"No",0,236
464,70,"RL",74,11988,"IR1","HLS","D","A","C","6","B","B","None",0,"TA","B","TA","No","B",326,715,"Bad","B",849,811,1660,1,3,"TA","6","Yes","Detchd","Unf",1,"240","Paved","B",188700,74,61,13,"Yes",1.5,"Yes",5,0
465,20,"RL",60,8430,"Reg","HLS","D","A","B","5","B","B","BrkFace",136,"TA","B","Gd","No","B",616,1040,"Good","A",1040,0,1040,2,3,"TA","5","No","No Garage","No Garage",0,"0","Paved","B",124000,31,0,31,"No",2,"No",0,0
466,120,"RH",43,3072,"Reg","Lvl","D","B","B","7","D","C","BrkFace",18,"Gd","A","Gd","No","B",0,1375,"Excellent","A",1414,0,1414,2,2,"Gd","6","Yes","Attchd","Fin",2,"398","Paved","B",178740,2,0,2,"No",2,"No",0,164
467,20,"RL",85,10628,"Reg","Lvl","C","A","B","7","C","B","None",0,"TA","B","TA","Gd","A",778,1277,"Good","A",1277,0,1277,1,2,"TA","5","Yes","Attchd","Unf",2,"526","Paved","B",167000,37,0,37,"No",2,"No",0,176
468,70,"RL",79,9480,"Reg","Lvl","C","A","C","5","B","B","Stone",224,"TA","B","TA","No","B",386,728,"Excellent","A",888,756,1644,1,3,"Gd","7","Yes","Attchd","Unf",1,"312","Paved","B",146500,65,53,12,"Yes",1.5,"Yes",0,168
469,20,"RL",98,11428,"IR1","Lvl","F","A","B","8","D","C","Stone",248,"Gd","A","Gd","No","B",0,1626,"Excellent","A",1634,0,1634,2,3,"Gd","7","Yes","Attchd","RFn",3,"866","Paved","B",250000,1,0,1,"No",2,"No",0,44
470,60,"RL",76,9291,"IR1","Lvl","D","A","C","6","B","B","BrkFace",120,"Gd","A","Gd","No","A",426,832,"Excellent","A",832,878,1710,2,3,"Gd","7","No","Attchd","RFn",2,"506","Paved","B",187000,15,0,15,"Yes",2.5,"Yes",0,214
471,120,"RL",41,6820,"IR1","Lvl","F","B","B","8","B","B","None",0,"Gd","A","Gd","Av","A",368,1488,"Good","A",1502,0,1502,1,1,"Gd","4","No","Attchd","RFn",2,"528","Paved","B",212000,25,0,25,"No",2.5,"Yes",0,194
472,60,"RL",92,11952,"Reg","Lvl","D","A","C","7","B","B","None",0,"TA","B","Gd","No","B",0,808,"Good","A",1161,808,1969,2,3,"TA","8","Yes","Attchd","RFn",2,"534","Paved","B",190000,30,0,30,"Yes",2.5,"Yes",0,276
473,180,"RH",35,3675,"Reg","Lvl","B","B","B","6","D","C","BrkFace",80,"TA","A","Gd","Gd","A",459,547,"Excellent","A",1072,0,1072,1,2,"TA","5","No","Basment","RFn",2,"525","Paved","B",148000,3,0,3,"No",2,"No",0,28
474,20,"RL",110,14977,"IR1","Lvl","F","A","B","8","D","C","BrkFace",304,"Gd","A","Ex","Gd","A",1350,1976,"Excellent","A",1976,0,1976,2,2,"Gd","7","Yes","Attchd","RFn",3,"908","Paved","C",440000,1,1,0,"No",3,"No",0,313
475,120,"RL",41,5330,"Reg","Lvl","F","B","B","8","E","C","None",0,"Gd","A","Gd","Av","A",1196,1494,"Excellent","A",1652,0,1652,2,2,"Ex","6","No","Attchd","RFn",2,"499","Paved","B",251000,7,0,7,"No",3,"No",0,144
476,20,"RL",80,8480,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","A",630,970,"Good","A",970,0,970,1,2,"TA","5","No","Detchd","Unf",2,"624","Paved","B",132500,44,0,44,"No",2,"No",33,216
477,20,"RL",75,13125,"Reg","Lvl","D","A","B","6","D","C","BrkFace",215,"TA","A","Gd","Gd","A",994,1478,"Excellent","A",1493,0,1493,2,3,"Gd","7","Yes","Attchd","Fin",2,"508","Paved","B",208900,11,1,10,"No",3,"No",0,179
478,60,"RL",105,13693,"Reg","Lvl","F","A","C","9","D","C","BrkFace",772,"Ex","A","Gd","Av","B",0,2153,"Excellent","A",2069,574,2643,2,3,"Ex","9","Yes","BuiltIn","Fin",3,"694","Paved","B",380000,1,0,1,"Yes",2.5,"Yes",0,498
479,20,"RL",79,10637,"Reg","Lvl","D","A","B","8","D","C","Stone",336,"Gd","A","Ex","Gd","A",1288,1705,"Excellent","A",1718,0,1718,2,3,"Gd","7","Yes","Attchd","RFn",3,"826","Paved","B",297000,2,1,1,"No",3,"No",0,252
480,30,"RH",50,5925,"Reg","Bnk","B","A","B","4","B","B","BrkCmn",435,"TA","B","Fa","No","B",168,907,"Good","A",1131,0,1131,1,2,"TA","7","No","Detchd","Unf",2,"672","Paved","B",89471,70,63,7,"No",1,"No",58,72
481,20,"RL",98,16033,"IR1","Lvl","F","A","B","9","D","C","BrkFace",378,"Gd","A","Ex","Gd","A",1261,1833,"Excellent","A",1850,0,1850,2,3,"Gd","8","Yes","Attchd","Fin",3,"772","Paved","B",326000,2,1,1,"No",3,"No",0,631
482,20,"RL",72,11846,"IR1","HLS","F","A","B","9","D","C","BrkFace",562,"Gd","A","Ex","Gd","A",1567,1792,"Excellent","A",1792,0,1792,2,2,"Ex","6","Yes","Attchd","Fin",3,"874","Paved","B",374000,3,1,2,"No",3,"No",0,255
483,70,"RH",50,2500,"Reg","Lvl","B","A","C","7","B","B","None",0,"Gd","A","TA","No","B",299,910,"Excellent","A",916,910,1826,1,4,"Ex","7","Yes","Attchd","Unf",1,"164","Paved","B",155000,94,90,4,"Yes",2.5,"Yes",0,0
484,120,"RH",32,4500,"Reg","Lvl","C","C","B","6","D","C","BrkFace",116,"TA","A","Ex","No","A",897,1216,"Excellent","A",1216,0,1216,2,2,"TA","5","No","Attchd","Unf",2,"402","Paved","B",164000,8,0,8,"No",3,"No",0,125
485,20,"RL",66,7758,"IR1","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",588,999,"Good","A",999,0,999,1,3,"Gd","6","No","Detchd","Unf",1,"264","Paved","B",132500,45,39,6,"No",2,"No",1,132
486,20,"RL",80,9600,"Reg","Lvl","C","A","B","5","B","B","None",0,"Gd","B","TA","No","B",607,1113,"Good","A",1113,0,1113,1,3,"Gd","5","Yes","Attchd","Unf",1,"264","Paved","B",147000,59,57,2,"No",1,"No",0,200
487,20,"RL",79,10289,"Reg","Lvl","C","A","B","5","B","B","BrkFace",168,"TA","B","TA","No","B",836,1073,"Good","A",1073,0,1073,1,3,"TA","6","No","Attchd","RFn",2,"515","Paved","B",156000,42,0,42,"No",2.5,"Yes",0,0
488,20,"RL",70,12243,"IR1","Lvl","D","A","B","5","C","B","None",0,"TA","B","Gd","Av","B",998,1484,"Good","A",1484,0,1484,2,3,"TA","7","Yes","Attchd","Unf",2,"487","Paved","B",175000,36,0,36,"No",2,"No",0,404
489,190,"RL",60,10800,"Reg","Lvl","B","C","A","5","B","B","None",0,"TA","B","TA","No","B",664,954,"Good","B",1766,648,2414,2,3,"TA","10","Yes","Attchd","Unf",2,"520","PartialNo","A",160000,106,70,36,"Yes",2,"No",70,142
490,180,"RH",21,1526,"Reg","Lvl","A","C","A","4","E","C","None",0,"TA","B","Gd","Av","A",515,630,"Good","A",630,0,630,1,1,"Gd","3","No","Attchd","Unf",1,"286","Paved","B",86000,39,32,7,"No",2,"No",0,0
491,160,"RH",21,2665,"Reg","Lvl","A","B","C","5","E","C","None",0,"TA","A","Gd","Mn","B",0,264,"Good","A",616,688,1304,1,3,"TA","4","Yes","BuiltIn","Fin",1,"336","Paved","B",115000,32,0,32,"Yes",1.5,"Yes",0,165
492,50,"RL",79,9490,"Reg","Lvl","C","A","A","6","B","B","None",0,"TA","B","TA","No","B",403,806,"Good","B",958,620,1578,1,3,"Fa","5","Yes","Attchd","Unf",1,"240","Paved","B",133000,65,9,56,"Yes",2,"No",0,32
493,60,"RL",105,15578,"IR1","Lvl","D","A","C","6","D","C","None",0,"Gd","A","Gd","No","B",0,728,"Good","A",728,728,1456,2,3,"TA","8","No","Attchd","RFn",2,"429","Paved","C",172785,0,0,0,"Yes",2.5,"Yes",0,0
494,20,"RL",70,7931,"Reg","Lvl","C","A","B","5","C","B","None",0,"TA","B","TA","No","B",374,1269,"Good","B",1269,0,1269,1,3,"TA","6","Yes","Detchd","Unf",1,"308","Paved","B",155000,48,0,48,"No",1.5,"Yes",4,0
495,30,"RH",50,5784,"Reg","Lvl","B","A","B","5","B","B","None",0,"TA","B","Fa","No","B",0,190,"Good","B",886,0,886,1,2,"TA","4","No","Attchd","Unf",1,"273","Paved","B",91300,71,58,13,"No",1,"No",0,244
496,30,"C (all)",60,7879,"Reg","Lvl","A","A","B","4","B","B","None",0,"TA","B","TA","No","B",495,720,"Good","B",720,0,720,1,2,"TA","4","No","No Garage","No Garage",0,"0","PartialNo","B",34900,89,30,59,"No",1,"No",56,638
497,20,"RL",93,12692,"IR1","Lvl","F","A","B","8","C","B","None",0,"Gd","A","Gd","No","A",1231,3200,"Excellent","A",3228,0,3228,3,4,"Gd","10","Yes","Attchd","RFn",2,"546","Paved","B",430000,15,1,14,"No",4,"No",0,630
498,50,"RL",60,9120,"Reg","Lvl","B","A","A","7","B","B","None",0,"TA","A","TA","No","B",329,1026,"Excellent","A",1133,687,1820,2,4,"TA","8","No","Detchd","Unf",1,"240","PartialNo","B",184000,83,25,58,"Yes",3,"No",0,100
499,20,"RL",65,7800,"Reg","Lvl","C","A","B","5","B","B","BrkFace",89,"TA","A","TA","No","B",450,864,"Excellent","A",899,0,899,1,3,"Gd","5","No","Attchd","Fin",1,"288","Paved","B",130000,42,37,5,"No",1,"No",0,64
500,20,"RL",70,7535,"IR1","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",111,912,"Bad","A",912,0,912,1,2,"TA","5","No","Attchd","Fin",1,"297","Paved","B",120000,49,27,22,"No",1.5,"No",0,297
501,160,"RH",21,1890,"Reg","Lvl","A","C","C","6","B","B","BrkFace",285,"TA","B","TA","No","B",356,672,"Good","A",672,546,1218,1,3,"TA","7","No","Detchd","Unf",1,"264","Paved","B",113000,34,0,34,"Yes",1.5,"Yes",0,172
502,60,"FV",75,9803,"Reg","Lvl","E","A","C","7","D","C","None",0,"Gd","A","Gd","No","A",400,866,"Good","A",866,902,1768,2,3,"Gd","7","No","Attchd","RFn",2,"603","Paved","B",226700,3,0,3,"Yes",2.5,"Yes",0,108
503,20,"RL",70,9170,"Reg","Lvl","B","A","B","5","B","B","None",0,"TA","B","TA","No","B",698,1214,"Excellent","A",1214,0,1214,1,2,"TA","6","No","Detchd","Unf",2,"461","Paved","B",140000,42,0,42,"No",2,"No",0,184
504,20,"RL",100,15602,"IR1","Lvl","D","A","B","7","C","B","None",0,"TA","B","TA","No","B",1247,1501,"Good","A",1801,0,1801,2,1,"TA","6","Yes","Attchd","Fin",2,"484","Paved","B",289000,51,38,13,"No",3,"No",0,215
505,160,"RL",24,2308,"Reg","Lvl","C","B","C","6","C","A","None",0,"TA","B","TA","No","B",257,855,"Good","A",855,467,1322,2,3,"TA","6","Yes","Attchd","Unf",2,"440","Paved","B",147000,35,0,35,"Yes",3,"Yes",0,260
506,90,"RH",60,7596,"Reg","Lvl","B","C","C","5","B","B","BrkFace",360,"TA","B","TA","No","B",0,960,"Good","A",960,1000,1960,2,4,"TA","10","No","Detchd","Unf",2,"400","PartialNo","A",124500,57,0,57,"Yes",2,"No",0,0
507,60,"RL",80,9554,"IR1","Lvl","D","A","C","8","D","C","BrkFace",125,"Gd","A","Gd","No","A",380,777,"Excellent","A",1065,846,1911,2,3,"Gd","8","Yes","Attchd","RFn",2,"471","Paved","B",215000,13,1,12,"Yes",2.5,"Yes",0,263
508,20,"FV",75,7862,"IR1","Lvl","E","A","B","6","D","C","None",0,"Gd","A","Gd","No","A",27,1218,"Excellent","A",1218,0,1218,2,2,"Gd","4","No","Attchd","Fin",2,"676","Paved","C",208300,0,0,0,"No",2,"No",0,102
509,70,"RH",60,9600,"Reg","Lvl","B","A","C","7","B","B","None",0,"TA","B","TA","No","B",141,689,"Excellent","A",689,689,1378,2,3,"Gd","7","Yes","Detchd","Unf",2,"360","PartialNo","B",161000,80,77,3,"Yes",2,"No",0,116
510,20,"RL",80,9600,"Reg","Lvl","C","A","B","5","B","B","BrkFace",132,"TA","B","TA","No","B",991,1041,"Excellent","A",1041,0,1041,1,3,"TA","6","No","Attchd","RFn",1,"270","Paved","B",124500,50,0,50,"No",2,"No",0,312
511,20,"RL",75,14559,"Reg","Lvl","C","A","B","5","B","B","BrkCmn",70,"Gd","B","TA","No","B",650,1008,"Excellent","A",1363,0,1363,1,2,"TA","6","Yes","CarPort","Unf",1,"288","Paved","B",164900,58,49,9,"No",2,"No",0,534
512,120,"RL",40,6792,"IR1","Lvl","F","B","B","7","D","C","Stone",94,"Gd","A","Gd","No","B",0,1368,"Excellent","A",1368,0,1368,2,2,"Gd","6","Yes","Attchd","RFn",2,"474","Paved","C",202665,1,1,0,"No",2,"No",0,167
513,20,"RL",70,9100,"Reg","Lvl","C","A","B","5","D","C","None",0,"TA","B","TA","No","B",521,864,"Good","A",864,0,864,1,3,"TA","5","No","Detchd","Unf",2,"624","Paved","B",129900,48,0,48,"No",2,"No",6,0
514,20,"RL",71,9187,"Reg","Bnk","C","A","B","6","D","C","None",0,"TA","A","TA","No","B",336,1084,"Good","A",1080,0,1080,1,3,"TA","5","No","Attchd","Unf",2,"484","Paved","B",134000,24,0,24,"No",1.5,"Yes",0,278
515,45,"RL",55,10594,"Reg","Lvl","D","A","A","5","B","B","None",0,"TA","B","TA","No","B",0,768,"Bad","A",789,0,789,1,2,"TA","5","No","Detchd","Unf",1,"200","Paved","B",96500,81,24,57,"No",1,"No",0,112
516,20,"RL",94,12220,"Reg","Lvl","F","A","B","10","E","C","BrkFace",305,"Ex","B","Ex","No","A",1436,2006,"Excellent","A",2020,0,2020,2,3,"Ex","9","Yes","Attchd","Fin",3,"900","Paved","C",402861,0,0,0,"No",3.5,"Yes",0,210
517,80,"RL",80,10448,"IR1","Lvl","D","A","B","6","B","B","BrkFace",333,"TA","B","TA","No","B",0,689,"Good","A",1378,741,2119,2,3,"TA","7","Yes","Attchd","RFn",2,"583","Paved","A",158000,37,0,37,"Yes",2.5,"Yes",0,104
518,60,"RL",79,10208,"IR1","Lvl","F","A","C","7","D","C","BrkFace",921,"Gd","A","Gd","No","B",0,1264,"Excellent","A",1277,1067,2344,2,3,"Gd","7","Yes","Attchd","RFn",3,"889","Paved","B",265000,13,1,12,"Yes",2.5,"Yes",0,220
519,60,"RL",75,9531,"IR1","Lvl","D","A","C","6","D","C","None",0,"TA","A","Gd","Mn","A",706,794,"Excellent","A",882,914,1796,2,3,"TA","7","No","Attchd","RFn",2,"546","Paved","B",211000,9,0,9,"Yes",3.5,"Yes",0,36
520,70,"RL",53,10918,"Reg","Lvl","D","A","C","7","B","B","None",0,"Gd","B","Gd","No","B",0,1276,"Excellent","A",1276,804,2080,1,3,"Gd","9","Yes","Detchd","Unf",1,"282","Paved","B",234000,83,78,5,"Yes",1.5,"Yes",0,145
521,190,"RL",60,10800,"Reg","Lvl","B","C","C","4","B","B","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Good","B",694,600,1294,2,3,"TA","7","No","No Garage","No Garage",0,"0","PartialNo","B",106250,108,100,8,"Yes",2,"No",74,544
522,20,"RL",90,11988,"IR1","Lvl","C","A","B","6","D","C","None",0,"TA","B","TA","No","B",777,1244,"Excellent","B",1244,0,1244,1,3,"TA","6","Yes","Attchd","Unf",1,"336","Paved","B",150000,50,0,50,"No",1.5,"Yes",0,40
523,50,"RH",50,5000,"Reg","Lvl","B","A","A","6","E","C","None",0,"TA","B","TA","No","B",399,1004,"Excellent","A",1004,660,1664,2,3,"TA","7","Yes","Detchd","Unf",2,"420","Paved","B",159000,59,3,56,"Yes",2,"No",3,60
525,60,"RL",95,11787,"IR1","Lvl","F","A","C","7","D","C","BrkFace",594,"Gd","A","Gd","No","A",719,1379,"Excellent","A",1383,1015,2398,2,3,"Gd","8","Yes","Attchd","Fin",3,"834","Paved","B",315750,11,1,10,"Yes",3.5,"Yes",0,299
526,20,"FV",62,7500,"Reg","Lvl","E","A","B","7","D","C","None",0,"Gd","A","Gd","No","B",0,1257,"Excellent","A",1266,0,1266,2,3,"Gd","6","Yes","Attchd","Unf",2,"453","Paved","B",176000,1,0,1,"No",2,"No",0,182
527,20,"RL",70,13300,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","Gd","No","B",377,928,"Good","A",928,0,928,1,2,"TA","4","No","Attchd","Unf",1,"252","Paved","B",132000,51,44,7,"No",1,"No",0,417
528,60,"RL",67,14948,"IR1","Lvl","F","A","C","9","D","C","Stone",268,"Ex","A","Ex","Av","A",1330,1452,"Excellent","A",1476,1237,2713,2,3,"Ex","11","Yes","Attchd","Fin",3,"858","Paved","C",446261,0,0,0,"Yes",3.5,"Yes",0,192
529,30,"RL",58,9098,"IR1","Lvl","B","A","B","4","B","B","None",0,"TA","B","TA","Mn","B",348,528,"Excellent","A",605,0,605,1,2,"TA","5","No","No Garage","No Garage",0,"0","PartialNo","B",86000,87,82,5,"No",2,"No",43,144
530,20,"RL",90,32668,"IR1","Lvl","D","A","B","6","B","B","None",0,"Gd","A","TA","No","B",1219,2035,"Good","A",2515,0,2515,3,4,"TA","9","Yes","Attchd","RFn",2,"484","Paved","B",200624,50,18,32,"No",4,"No",18,200
531,80,"RL",85,10200,"Reg","Lvl","E","A","B","6","B","B","BrkFace",219,"Gd","B","Gd","Av","A",783,1461,"Excellent","A",1509,0,1509,2,3,"Gd","5","Yes","Attchd","RFn",2,"600","Paved","B",175000,20,1,19,"No",3,"No",0,224
532,70,"RH",60,6155,"IR1","Lvl","B","A","C","6","B","B","None",0,"TA","B","Fa","Mn","B",0,611,"Excellent","A",751,611,1362,2,3,"TA","6","No","Detchd","Fin",2,"502","Paved","B",128000,88,79,9,"Yes",2,"No",0,84
533,20,"RL",60,7200,"Reg","Lvl","C","A","B","5","D","C","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Excellent","A",827,0,827,1,2,"TA","5","Yes","Detchd","Unf",1,"392","Paved","B",107500,55,52,3,"No",1,"No",12,0
534,20,"RL",50,5000,"Reg","Low","B","A","B","1","D","C","None",0,"Fa","B","TA","NoBasement","No Basement",0,0,"Bad","B",334,0,334,1,1,"Fa","2","No","No Garage","No Garage",0,"0","PartialNo","B",39300,61,4,57,"No",1,"No",1,0
535,60,"RL",74,9056,"IR1","Lvl","D","A","C","8","D","C","None",0,"Gd","A","Ex","Av","B",0,707,"Excellent","A",707,707,1414,2,3,"Gd","6","Yes","Attchd","Fin",2,"403","Paved","B",178000,2,0,2,"Yes",2.5,"Yes",0,135
536,190,"RL",70,7000,"Reg","Lvl","B","C","C","5","B","B","None",0,"TA","B","Gd","Gd","A",969,1117,"Good","A",820,527,1347,1,3,"TA","5","No","No Garage","No Garage",0,"0","PartialNo","B",107500,98,81,17,"Yes",2,"No",33,233
537,60,"RL",57,8924,"IR1","Lvl","D","A","C","7","D","C","None",0,"TA","A","Gd","Av","B",0,880,"Excellent","A",880,844,1724,2,3,"Gd","8","No","Attchd","Fin",2,"527","Paved","B",188000,10,1,9,"Yes",2.5,"Yes",0,275
538,20,"RL",74,12735,"IR1","Lvl","C","A","B","4","B","B","None",0,"TA","B","TA","No","B",600,864,"Good","A",864,0,864,1,3,"TA","5","No","Detchd","Unf",2,"576","Paved","A",111250,36,0,36,"No",1,"No",8,216
539,20,"RL",75,11553,"IR1","Lvl","C","A","B","5","C","B","BrkFace",188,"TA","B","TA","No","B",673,1051,"Good","A",1159,0,1159,1,3,"TA","7","Yes","Attchd","Unf",1,"336","Paved","B",158000,38,0,38,"No",1.5,"Yes",0,466
540,20,"RL",75,11423,"Reg","Lvl","D","A","B","8","D","C","BrkFace",479,"Gd","A","Gd","Av","A",1358,1581,"Excellent","A",1601,0,1601,2,3,"Gd","6","Yes","Attchd","RFn",2,"670","Paved","B",272000,9,1,8,"No",3,"No",0,180
541,20,"RL",85,14601,"Reg","Lvl","E","A","B","9","D","C","BrkFace",584,"Ex","A","Ex","Av","A",1260,1838,"Excellent","A",1838,0,1838,2,2,"Ex","8","Yes","Attchd","Fin",3,"765","Paved","B",315000,3,0,3,"No",3,"No",0,338
542,60,"RL",85,11000,"Reg","Lvl","F","A","C","8","D","C","BrkFace",72,"Gd","A","Gd","No","B",0,969,"Excellent","A",997,1288,2285,2,4,"Gd","8","Yes","BuiltIn","Fin",3,"648","Paved","B",248000,7,0,7,"Yes",2.5,"Yes",0,56
543,20,"RL",78,10140,"Reg","Lvl","D","A","B","7","D","C","None",0,"Gd","A","Ex","No","B",144,1650,"Excellent","A",1680,0,1680,2,3,"Gd","7","Yes","Attchd","Fin",2,"583","Paved","B",213250,11,1,10,"No",3,"No",0,151
544,120,"RH",34,4058,"Reg","Lvl","C","B","A","7","B","B","BrkFace",182,"TA","A","Gd","Av","A",584,723,"Excellent","A",767,0,767,1,1,"TA","4","No","Attchd","Fin",1,"367","Paved","B",133000,9,0,9,"No",2,"No",0,160
545,60,"RL",58,17104,"IR1","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","Av","A",554,654,"Excellent","A",664,832,1496,2,3,"Gd","7","Yes","Attchd","RFn",2,"426","Paved","C",179665,0,0,0,"Yes",3.5,"Yes",0,124
546,50,"RL",85,13837,"IR1","Lvl","D","A","A","7","B","B","BrkFace",178,"Gd","A","Gd","No","A",1002,1204,"Good","A",1377,806,2183,2,4,"Gd","9","No","Attchd","Unf",3,"786","Paved","B",229000,18,0,18,"Yes",2.5,"Yes",0,0
547,50,"RL",70,8737,"IR1","Bnk","B","A","A","6","C","B","None",0,"TA","B","Gd","No","B",300,1065,"Excellent","B",915,720,1635,1,3,"TA","6","Yes","Detchd","Unf",2,"440","Paved","B",210000,84,27,57,"Yes",1.5,"Yes",27,182
548,85,"RL",54,7244,"Reg","Lvl","C","A","A","5","D","C","None",0,"TA","B","Gd","Av","B",619,768,"Excellent","A",768,0,768,1,2,"TA","5","No","Detchd","Unf",2,"624","Paved","B",129500,37,0,37,"No",2,"No",17,104
549,20,"RH",49,8235,"IR1","HLS","B","A","B","5","B","B","None",0,"TA","B","TA","No","B",180,825,"Good","A",825,0,825,1,2,"TA","4","No","Detchd","RFn",2,"720","Paved","B",125000,53,40,13,"No",2,"No",8,190
550,60,"FV",75,9375,"Reg","Lvl","E","A","C","7","D","C","None",0,"Gd","A","Gd","No","B",0,912,"Excellent","A",912,1182,2094,2,4,"Gd","8","Yes","BuiltIn","Fin",2,"615","Paved","B",263000,6,1,5,"Yes",2.5,"Yes",0,364
551,120,"RL",53,4043,"Reg","Lvl","C","B","B","6","C","B","None",0,"TA","B","Gd","No","B",559,1069,"Good","A",1069,0,1069,2,2,"TA","4","No","Attchd","RFn",2,"440","Paved","A",140000,31,0,31,"No",2,"No",0,255
552,20,"RH",50,6000,"Reg","Lvl","B","A","B","5","C","B","None",0,"TA","B","TA","No","B",308,928,"Good","B",928,0,928,1,3,"TA","5","No","Attchd","Fin",1,"288","Paved","B",112500,51,0,51,"No",1,"No",0,0
553,20,"RL",87,11146,"IR1","Lvl","F","A","B","8","D","C","Stone",250,"Gd","A","Ex","Av","B",0,1709,"Excellent","A",1717,0,1717,2,3,"Gd","7","Yes","Attchd","RFn",3,"908","Paved","B",255500,3,0,3,"No",2,"No",0,208
554,20,"RL",67,8777,"Reg","Lvl","B","A","B","4","D","C","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Excellent","A",1126,0,1126,2,2,"Gd","5","No","Detchd","Fin",2,"520","PartialNo","B",108000,60,54,6,"No",2,"No",53,96
555,60,"RL",85,10625,"Reg","Lvl","F","A","C","7","D","C","BrkFace",292,"Gd","A","Gd","No","A",866,998,"Excellent","A",1006,1040,2046,2,3,"Gd","8","Yes","BuiltIn","RFn",3,"871","Paved","B",284000,5,1,4,"Yes",3.5,"Yes",0,382
556,45,"RH",58,6380,"Reg","Lvl","B","A","A","5","B","B","None",0,"TA","B","TA","No","B",0,993,"Good","B",1048,0,1048,1,2,"TA","5","Yes","Detchd","Unf",1,"280","Paved","B",113000,84,28,56,"No",1,"No",0,116
557,20,"RL",69,14850,"IR1","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",895,1092,"Good","B",1092,0,1092,1,2,"TA","6","Yes","Attchd","Fin",1,"299","Paved","B",141000,49,0,49,"No",2,"No",0,390
558,50,"C (all)",60,11040,"Reg","Low","A","A","A","4","B","B","None",0,"TA","B","TA","No","B",637,637,"Good","A",897,439,1336,1,3,"TA","7","No","CarPort","Unf",1,"570","Paved","A",108000,86,30,56,"Yes",1.5,"Yes",74,167
559,60,"RL",57,21872,"IR2","HLS","D","A","C","7","B","B","None",0,"TA","A","Gd","Gd","A",604,729,"Excellent","A",729,717,1446,2,3,"TA","6","Yes","Attchd","Unf",2,"406","Paved","B",175000,12,1,11,"Yes",3,"Yes",0,286
560,120,"RL",43,3196,"Reg","Lvl","D","B","B","7","D","C","BrkFace",18,"Gd","A","Gd","Gd","B",0,1374,"Excellent","A",1557,0,1557,2,2,"Gd","7","Yes","Attchd","Fin",2,"420","Paved","B",234000,3,1,2,"No",2,"No",0,163
561,20,"RL",75,11341,"IR1","Lvl","C","A","B","5","B","B","BrkFace",180,"TA","B","Gd","No","B",1302,1392,"Good","A",1392,0,1392,1,3,"TA","5","Yes","Detchd","Unf",2,"528","Paved","B",121500,53,39,14,"No",2.5,"Yes",0,95
562,20,"RL",77,10010,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","Gd","Av","B",1071,1389,"Good","A",1389,0,1389,1,2,"TA","6","Yes","Attchd","RFn",2,"418","Paved","B",170000,32,1,31,"No",2,"No",1,278
563,30,"RL",63,13907,"Reg","Lvl","B","A","B","5","B","B","None",0,"TA","B","TA","No","B",290,996,"Excellent","A",996,0,996,1,3,"TA","6","Yes","No Garage","No Garage",0,"0","Paved","B",108000,68,29,39,"No",2,"No",18,144
564,50,"RL",66,21780,"Reg","Lvl","B","A","A","6","B","B","None",0,"TA","B","Gd","Mn","B",0,1163,"Excellent","A",1163,511,1674,2,4,"TA","8","Yes","Detchd","Fin",2,"396","PartialNo","B",185000,90,32,58,"Yes",2,"No",37,252
